unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,text_all
247,The Persistence of Memory,2.0,"it makes me feel wary about my time, like it’s slipping away, along with the lives of other living things",4.0,2.0,2.0,4.0,5.0,1.0,10.0,bathroom,"by yourself,family members,friends",summer,brown rice,the climb - miley cyrus,"it makes me feel wary about my time, like it’s slipping away, along with the lives of other living things brown rice the climb - miley cyrus bathroom by yourself,family members,friends summer"
248,The Persistence of Memory,3.0,indifferent,3.0,2.0,4.0,2.0,5.0,4.0,20.0,office,strangers,fall,pizza,boring,indifferent pizza boring office strangers fall
249,The Persistence of Memory,1.0,"confused, but interested",3.0,3.0,3.0,3.0,3.0,2.0,10.0,bathroom,"family members,friends",summer,casserole,"slow paced, maybe sad","confused, but interested casserole slow paced, maybe sad bathroom family members,friends summer"
250,The Persistence of Memory,4.0,"it makes me feel like time moves on continuously, without wait for anything or anyone",4.0,2.0,2.0,4.0,3.0,7.0,5000.0,"living room,office","coworkers/classmates,friends",summer,chowder,"psychedelic non-standard timing, perhaps 3/8ths or 5/4","it makes me feel like time moves on continuously, without wait for anything or anyone chowder psychedelic non-standard timing, perhaps 3/8ths or 5/4 living room,office coworkers/classmates,friends summer"
251,The Persistence of Memory,7.0,it makes me feel a little nostalgic with the clocks melting down and the decay of the landscape,4.0,2.0,3.0,2.0,4.0,5.0,200.0,"bedroom,living room",by yourself,fall,mint,"nostalgic, slow, a little somber but not too much, dreamy, hazy","it makes me feel a little nostalgic with the clocks melting down and the decay of the landscape mint nostalgic, slow, a little somber but not too much, dreamy, hazy bedroom,living room by yourself fall"
252,The Persistence of Memory,2.0,"slightly confused, hard to understand whats going on",,,,,,,,,,,,,"slightly confused, hard to understand whats going on"
253,The Persistence of Memory,,,,,,,,,,,,,,,
254,The Persistence of Memory,4.0,,4.0,2.0,2.0,4.0,,,,,,,,,
255,The Persistence of Memory,,,,,,,,,,,,,,,
256,The Persistence of Memory,,,,,,,,,,,,,,,
257,The Persistence of Memory,,,,,,,,,,,,,,,
258,The Persistence of Memory,2.0,,,,,,,,,,,,,,
259,The Persistence of Memory,6.0,,4.0,3.0,2.0,4.0,7.0,3.0,120000.0,bathroom,family members,winter,greasy stirfry,,greasy stirfry  bathroom family members winter
260,The Persistence of Memory,4.0,"the painting sort of invokes a feeling of anxiety about the passage of time and being left behind. it makes me feel uncertain, but it doesn't resonate with any of my emotions.",2.0,1.0,3.0,4.0,7.0,9.0,45.0,dining room,strangers,fall,stuffed turkey,"a mellow, deep tune carried by a softly played violin. the violin is accompanied by a simple piano harmony that ensures it doesn't overshadow the violin. the song doesn't really have an auditory climax and it doesn't really go up or down in intensity; it just persists in its simplicity.","the painting sort of invokes a feeling of anxiety about the passage of time and being left behind. it makes me feel uncertain, but it doesn't resonate with any of my emotions. stuffed turkey a mellow, deep tune carried by a softly played violin. the violin is accompanied by a simple piano harmony that ensures it doesn't overshadow the violin. the song doesn't really have an auditory climax and it doesn't really go up or down in intensity; it just persists in its simplicity. dining room strangers fall"
261,The Persistence of Memory,,,,,,,,,,,,,,,
262,The Persistence of Memory,9.0,,4.0,2.0,2.0,5.0,,,,,,,,,
263,The Persistence of Memory,3.0,"the melting clocks make time feel unreal and unstable, which is what grabs me first. it’s thought-provoking but also confusing, and it took me a while to notice the centre shape looks like a face. once i saw it, i felt a bit unsettled, but i’m still not sure exactly how it makes me feel.",4.0,2.0,2.0,4.0,4.0,6.0,5.0,living room,coworkers/classmates,fall,taco,"a quiet desert-style theme mixed with a slow, rising space soundtrack that feels big, tense, and a bit eerie.","the melting clocks make time feel unreal and unstable, which is what grabs me first. it’s thought-provoking but also confusing, and it took me a while to notice the centre shape looks like a face. once i saw it, i felt a bit unsettled, but i’m still not sure exactly how it makes me feel. taco a quiet desert-style theme mixed with a slow, rising space soundtrack that feels big, tense, and a bit eerie. living room coworkers/classmates fall"
264,The Persistence of Memory,,,,,,,,,,,,,,,
265,The Persistence of Memory,,,,,,,,,,,,,ice cream,,ice cream
266,The Persistence of Memory,6.0,"i think i understand what the artist is trying to hint at, but i don't really get it. i don't really like this art style; it feels dirty and somewhat hazy. i think this would be something a media arts teacher would pick out and tell their students to analyze the symbolism of colours and whatnots.",4.0,1.0,2.0,4.0,11.0,7.0,5.0,office,"by yourself,friends",fall,chocolate chip cookie,"there's this very famous instrumental song called ""lifeline"" which is basically","i think i understand what the artist is trying to hint at, but i don't really get it. i don't really like this art style; it feels dirty and somewhat hazy. i think this would be something a media arts teacher would pick out and tell their students to analyze the symbolism of colours and whatnots. chocolate chip cookie there's this very famous instrumental song called ""lifeline"" which is basically office by yourself,friends fall"
267,The Persistence of Memory,,,,,,,,,,,,,,,
268,The Persistence of Memory,,,,,,,,,,,,,,,
269,The Persistence of Memory,,,,,,,,,,,,,,,
270,The Persistence of Memory,7.0,"i get a dull feeling from this painting. the first thing i notice is the clocks being hanged over certain surfaces and the fact that they are not being placed ""nicely"" indicates a negative",,,,,,,,,,,,,"i get a dull feeling from this painting. the first thing i notice is the clocks being hanged over certain surfaces and the fact that they are not being placed ""nicely"" indicates a negative"
271,The Persistence of Memory,7.0,a bit sad or distraught.,4.0,2.0,2.0,4.0,2.0,4.0,50.0,,"by yourself,family members,strangers","fall,summer,winter",a piece of bread.,"a very quiet or silent type of music. somewhat slow tempo, not very upbeat.","a bit sad or distraught. a piece of bread. a very quiet or silent type of music. somewhat slow tempo, not very upbeat.  by yourself,family members,strangers fall,summer,winter"
272,The Persistence of Memory,5.0,sad,4.0,2.0,2.0,4.0,3.0,6.0,25.0,"living room,office","by yourself,family members,friends",summer,noodles,white noise,"sad noodles white noise living room,office by yourself,family members,friends summer"
273,The Persistence of Memory,5.0,the painting makes me feel mystery and a little uneasy.,3.0,5.0,3.0,4.0,5.0,6.0,24.0,"dining room,living room,office","by yourself,coworkers/classmates,friends",fall,pecan pie.,classical music that you could study to.,"the painting makes me feel mystery and a little uneasy. pecan pie. classical music that you could study to. dining room,living room,office by yourself,coworkers/classmates,friends fall"
274,The Persistence of Memory,3.0,clock on the tree gives the theme of the painting.,3.0,2.0,1.0,3.0,1.0,5.0,,dining room,family members,fall,steak,classic,clock on the tree gives the theme of the painting. steak classic dining room family members fall
275,The Persistence of Memory,7.0,"it looks similar to liminal spaces, giving feelings of uneasiness or unsettledness.",5.0,1.0,3.0,5.0,2.0,6.0,150.0,"bedroom,living room,office","by yourself,family members,friends",fall,molten chocolate cake,"slow tempo, calm but uneasy feeling like a song from the caretaker. the crackling sound of a dusty or old vinyl record in the background. reverberation, slow strings. ambient style.","it looks similar to liminal spaces, giving feelings of uneasiness or unsettledness. molten chocolate cake slow tempo, calm but uneasy feeling like a song from the caretaker. the crackling sound of a dusty or old vinyl record in the background. reverberation, slow strings. ambient style. bedroom,living room,office by yourself,family members,friends fall"
276,The Persistence of Memory,8.0,stressed,4.0,2.0,2.0,4.0,3.0,4.0,100.0,office,by yourself,winter,lobster,eerie soundtrack with high bpm,stressed lobster eerie soundtrack with high bpm office by yourself winter
277,The Persistence of Memory,6.0,"makes me feel uneasy, tired and drowsy.",4.0,2.0,3.0,4.0,3.0,5.0,50.0,bathroom,by yourself,spring,pudding,piano playing in an off key,"makes me feel uneasy, tired and drowsy. pudding piano playing in an off key bathroom by yourself spring"
278,The Persistence of Memory,7.0,it gives me a feeling of strange.,4.0,2.0,2.0,4.0,4.0,4.0,100.0,"living room,office",by yourself,fall,orange,sound of wind.,"it gives me a feeling of strange. orange sound of wind. living room,office by yourself fall"
279,The Persistence of Memory,7.0,"confusion, uncertain and secret.",5.0,2.0,4.0,5.0,8.0,6.0,100000.0,"bathroom,office",coworkers/classmates,fall,fish,echo,"confusion, uncertain and secret. fish echo bathroom,office coworkers/classmates fall"
280,The Persistence of Memory,2.0,makes me feel nothing too unusual.,3.0,3.0,4.0,3.0,3.0,4.0,1.0,bathroom,by yourself,summer,sharawma,i would think of the late stage caretaker album,makes me feel nothing too unusual. sharawma i would think of the late stage caretaker album bathroom by yourself summer
281,The Persistence of Memory,7.0,a chaos of time,4.0,4.0,2.0,4.0,3.0,5.0,70.0,dining room,friends,fall,congee,blood and fight,a chaos of time congee blood and fight dining room friends fall
282,The Persistence of Memory,8.0,feel like i am losing time,5.0,2.0,3.0,4.0,9.0,6.0,25.0,"living room,office","by yourself,friends,strangers",fall,a dish that would give me nostalgia like a dish that my mother made when i was a kid,a mellow slow song like motion picture soundtrack by radiohead,"feel like i am losing time a dish that would give me nostalgia like a dish that my mother made when i was a kid a mellow slow song like motion picture soundtrack by radiohead living room,office by yourself,friends,strangers fall"
